timestamp,action,price,quantity,slippage,total_value,pnl,cumulative_pnl,ma_value
2025-07-21T03:48:13.133793,BUY,186.840853199,53.521485418123326,0.18665419900000002,9990.00999000999,0,-9.99000999000964,0
