timestamp,action,price,quantity,slippage,total_value,pnl,cumulative_pnl,ma_value
2025-07-21T03:47:22.662828,BUY,186.408259037,53.64569172879357,0.186222037,9990.00999000999,0,-9.99000999000964,0
2025-07-21T03:47:31.546901,SELL,186.035814963,53.64569172879357,0.186222037,9980.01998001998,-19.98001998001925,-19.98001998001928,0
